record_id,company_ticker,company_name,isin,shareholder_name,ownership_pct,shares_held,filing_type,filing_date,source,currency,has_error,error_type
REC00380,JPM,JPMorgan Chase,US46625H1005,JPMorgan Asset Mgmt,3.9425,92837035,Exchange Notification,2025-05-19,SEC EDGAR,USD,False,
REC00381,META,Meta Platforms,US30303M1027,Vanguard Group,1.2013,112837229,Quarterly Report,2026-01-24,SEC EDGAR,USD,False,
REC00382,UNH,UnitedHealth Group,US91324P1021,T. Rowe Price,1.1201,257857116,13F Filing,2024-08-20,SEC EDGAR,USD,False,
REC00383,PG,Procter & Gamble,US7427181091,Legal & General Group,7.3936,108293064,Quarterly Report,2025-06-18,SEC EDGAR,USD,False,
REC00384,PG,Procter & Gamble,US7427181091,State Street Corp.,5.6332,86733000,Annual Report,2025-09-20,SEBI Submission,USD,False,
REC00385,AAPL,Apple Inc.,US0378331005,Wellington Management,4.9028,249427335,Quarterly Report,2026-01-03,SEBI Submission,USD,False,
REC00386,GOOGL,Alphabet Inc.,US02079K3059,Franklin Templeton,2.3035,180584419,13F Filing,2025-02-22,LSE Filing,USD,False,
REC00387,XOM,Exxon Mobil,US30231G1022,State Street Corp.,4.2559,96080078,Annual Report,2024-12-30,LSE Filing,USD,False,
REC00388,WMT,Walmart Inc.,US9311421039,State Street Corp.,3.0544,223006662,Quarterly Report,2025-04-22,SEC EDGAR,USD,False,
REC00389,META,Meta Platforms,US30303M1027,Northern Trust Corp.,6.3766,0,13F Filing,2024-09-02,TSX Filing,USD,True,ZERO_SHARES
REC00390,BRK,Berkshire Hathaway,US0846701086,T. Rowe Price,5.5977,74627852,13F Filing,2025-07-13,SEC EDGAR,USD,False,
REC00391,MSFT,Microsoft Corp.,US5949181045,Northern Trust Corp.,1.6567,217308744,Exchange Notification,2025-02-17,SEBI Submission,USD,False,
REC00392,JPM,JPMorgan Chase,US46625H1005,Fidelity Investments,1.1864,220360611,13F Filing,2025-06-19,SEC EDGAR,USD,False,
REC00393,GOOGL,Alphabet Inc.,US02079K3059,State Street Corp.,1.9054,130782016,Quarterly Report,2025-12-07,SEC EDGAR,USD,False,
REC00394,MSFT,Microsoft Corp.,US5949181045,Goldman Sachs Group,4.6566,217449154,13F Filing,2025-02-21,SEC EDGAR,USD,False,
REC00395,TSLA,Tesla Inc.,US88160R1014,UBS Group AG,3.4085,55290470,Exchange Notification,1995-01-01,ASX Notification,USD,True,STALE_DATE
REC00396,GOOGL,Alphabet Inc.,US02079K3059,JPMorgan Asset Mgmt,1.7713,54183615,Quarterly Report,2025-10-24,SEC EDGAR,USD,False,
REC00397,GOOGL,Alphabet Inc.,US02079K3059,UBS Group AG,2.5697,119860966,Annual Report,2025-03-18,SEBI Submission,USD,False,
REC00398,AMZN,Amazon.com Inc.,US0231351067,Dimensional Fund Advisors,4.9535,28701573,Exchange Notification,2025-05-15,SEC EDGAR,USD,False,
REC00399,BRK,Berkshire Hathaway,US0846701086,Morgan Stanley,6.8121,157515488,13F Filing,2024-12-27,SEBI Submission,USD,False,
REC00400,BRK,Berkshire Hathaway,US0846701086,Amundi Asset Management,1.5209,115800333,Exchange Notification,2024-11-17,SEBI Submission,USD,False,
REC00401,GOOGL,Alphabet Inc.,US02079K3059,JPMorgan Asset Mgmt,7.7654,107026755,Quarterly Report,2024-08-10,LSE Filing,USD,False,
REC00402,JPM,JPMorgan Chase,US46625H1005,JPMorgan Asset Mgmt,2.6023,164180618,Annual Report,2024-08-22,LSE Filing,USD,False,
REC00403,NVDA,NVIDIA Corp.,US67066G1040,Norges Bank Investment,1.8495,69804827,Quarterly Report,2024-03-27,LSE Filing,USD,False,
REC00404,JNJ,Johnson & Johnson,US4781601046,Invesco Ltd.,6.7346,47279660,Quarterly Report,2024-05-02,TSX Filing,USD,False,
REC00405,GOOGL,Alphabet Inc.,,Invesco Ltd.,2.3152,221511150,Quarterly Report,2025-03-01,SEC EDGAR,USD,True,NULL_ISIN
REC00406,JNJ,Johnson & Johnson,,Amundi Asset Management,4.0943,111347732,Quarterly Report,2024-09-12,SEC EDGAR,USD,True,NULL_ISIN
REC00407,XOM,Exxon Mobil,US30231G1022,Goldman Sachs Group,5.7623,234052892,Annual Report,2025-12-01,LSE Filing,USD,False,
REC00408,META,Meta Platforms,US30303M1027,Goldman Sachs Group,1.7475,174201578,Quarterly Report,2025-04-17,TSX Filing,USD,False,
REC00409,MSFT,Microsoft Corp.,US5949181045,BlackRock Inc.,1.2395,91097247,Exchange Notification,2024-12-21,SEBI Submission,USD,False,
REC00410,BRK,Berkshire Hathaway,US0846701086,Bank of America Corp.,6.2926,154779027,Exchange Notification,2025-04-03,SEC EDGAR,USD,False,
REC00411,JNJ,Johnson & Johnson,US4781601046,Fidelity Investments,2.7157,101343231,Annual Report,1995-01-01,SEBI Submission,USD,True,STALE_DATE
REC00412,TSLA,Tesla Inc.,US88160R1014,Morgan Stanley,3.915,63066367,13F Filing,2024-11-20,SEC EDGAR,USD,False,
REC00413,JNJ,Johnson & Johnson,US4781601046,Bank of America Corp.,2.8918,123281084,Annual Report,2026-02-27,SEBI Submission,USD,False,
REC00414,META,Meta Platforms,US30303M1027,Fidelity Investments,5.5785,0,Exchange Notification,2024-10-10,LSE Filing,USD,True,ZERO_SHARES
REC00415,V,Visa Inc.,US92826C8394,T. Rowe Price,2.9824,110360233,Exchange Notification,2025-02-01,LSE Filing,USD,False,
REC00416,GOOGL,Alphabet Inc.,US02079K3059,UBS Group AG,3.4669,289030107,Exchange Notification,2024-12-17,ASX Notification,USD,False,
REC00417,BRK,Berkshire Hathaway,US0846701086,JPMorgan Asset Mgmt,0.5334,46345982,Annual Report,2024-08-08,SEC EDGAR,USD,False,
REC00418,XOM,Exxon Mobil,,Norges Bank Investment,1.9022,87320727,Annual Report,2025-06-27,TSX Filing,USD,True,NULL_ISIN
REC00419,V,Visa Inc.,US92826C8394,Morgan Stanley,4.9773,179044714,Annual Report,2025-03-31,SEBI Submission,USD,False,
REC00420,WMT,Walmart Inc.,US9311421039,Bank of America Corp.,5.1302,266247451,13F Filing,2024-07-01,ASX Notification,USD,False,
REC00421,MSFT,Microsoft Corp.,US5949181045,Capital Group,2.8489,34391896,Exchange Notification,2025-03-05,LSE Filing,USD,False,
REC00422,V,Visa Inc.,US92826C8394,JPMorgan Asset Mgmt,3.6368,40620779,Quarterly Report,2025-09-13,TSX Filing,USD,False,
REC00423,META,Meta Platforms,US30303M1027,Norges Bank Investment,5.7007,93122038,Exchange Notification,2024-11-06,SEBI Submission,USD,False,
REC00424,GOOGL,Alphabet Inc.,US02079K3059,T. Rowe Price,2.8594,47764879,13F Filing,2026-03-13,TSX Filing,USD,False,
REC00425,GOOGL,Alphabet Inc.,US02079K3059,Wellington Management,6.6141,245065268,Quarterly Report,2025-01-28,TSX Filing,USD,False,
REC00426,BRK,Berkshire Hathaway,US0846701086,Bank of America Corp.,4.1652,12684848,Exchange Notification,2025-05-27,SEC EDGAR,USD,False,
REC00427,TSLA,Tesla Inc.,US88160R1014,Geode Capital Management,4.5321,52216033,Quarterly Report,2024-09-06,ASX Notification,USD,False,
REC00428,MSFT,Microsoft Corp.,US5949181045,Franklin Templeton,1.3565,286371728,13F Filing,2024-09-13,SEC EDGAR,USD,False,
REC00429,XOM,Exxon Mobil,US30231G1022,Bank of America Corp.,4.5976,114085895,Exchange Notification,2025-05-22,SEC EDGAR,USD,False,
REC00430,JNJ,Johnson & Johnson,US4781601046,Northern Trust Corp.,3.1143,191197045,Annual Report,2025-07-23,LSE Filing,USD,False,
REC00431,XOM,Exxon Mobil,US30231G1022,Franklin Templeton,5.6685,251948089,Quarterly Report,2025-10-04,ASX Notification,USD,False,
REC00432,GOOGL,Alphabet Inc.,US02079K3059,Wellington Management,6.6015,225556390,13F Filing,2024-09-23,SEBI Submission,USD,False,
REC00433,NVDA,NVIDIA Corp.,US67066G1040,Norges Bank Investment,1.7628,176993994,13F Filing,2024-08-13,SEBI Submission,USD,False,
REC00434,WMT,Walmart Inc.,US9311421039,Legal & General Group,7.8912,78829337,Exchange Notification,2025-01-25,SEC EDGAR,USD,False,
REC00434,TSLA,Tesla Inc.,US88160R1014,Capital Group,5.7607,24343210,13F Filing,2025-07-12,TSX Filing,USD,True,DUPLICATE_FILING
REC00435,JNJ,Johnson & Johnson,US4781601046,Capital Group,4.8307,69904465,Quarterly Report,2024-12-15,SEC EDGAR,USD,True,DUPLICATE_FILING
REC00437,META,Meta Platforms,US30303M1027,State Street Corp.,3.5214,243944374,13F Filing,2024-12-12,TSX Filing,USD,False,
REC00438,JPM,JPMorgan Chase,US46625H1005,Franklin Templeton,0.5185,261512051,Annual Report,2024-12-08,SEBI Submission,USD,False,
REC00439,WMT,Walmart Inc.,US9311421039,State Street Corp.,121.2095,99098178,Exchange Notification,2024-11-01,SEBI Submission,USD,True,OWNERSHIP_EXCEEDS_100
REC00440,JPM,JPMorgan Chase,US46625H1005,Invesco Ltd.,3.0332,165898935,Quarterly Report,2025-04-05,SEC EDGAR,USD,False,
REC00441,AAPL,Apple Inc.,US0378331005,Fidelity Investments,5.1963,72490463,Annual Report,2025-10-12,TSX Filing,USD,False,
REC00442,JNJ,Johnson & Johnson,,BlackRock Inc.,7.9388,146762923,Exchange Notification,2024-05-26,SEBI Submission,USD,True,NULL_ISIN
REC00443,GOOGL,Alphabet Inc.,US02079K3059,Northern Trust Corp.,1.2,43372004,13F Filing,2024-05-11,LSE Filing,USD,False,
REC00444,AAPL,Apple Inc.,US0378331005,JPMorgan Asset Mgmt,5.192,252284107,Exchange Notification,2025-01-07,SEC EDGAR,USD,False,
REC00445,UNH,UnitedHealth Group,US91324P1021,Fidelity Investments,0.5081,63991595,Exchange Notification,2024-10-07,TSX Filing,USD,False,
REC00446,AAPL,Apple Inc.,US0378331005,BlackRock Inc.,5.717,311208358,Quarterly Report,2024-04-11,LSE Filing,USD,False,
REC00447,JNJ,Johnson & Johnson,US4781601046,State Street Corp.,2.2171,52199478,Annual Report,2025-12-07,SEBI Submission,USD,False,
REC00448,JPM,JPMorgan Chase,US46625H1005,Invesco Ltd.,1.5285,266832035,Exchange Notification,2024-06-04,LSE Filing,USD,False,
REC00449,MSFT,Microsoft Corp.,US5949181045,Legal & General Group,140.3734,86563237,Quarterly Report,2025-03-28,LSE Filing,USD,True,OWNERSHIP_EXCEEDS_100
REC00450,META,Meta Platforms,US30303M1027,Capital Group,7.3992,148497773,Exchange Notification,2025-12-24,SEC EDGAR,USD,False,
REC00450,GOOGL,Alphabet Inc.,US02079K3059,Fidelity Investments,4.9218,96141125,13F Filing,2025-10-30,LSE Filing,USD,True,DUPLICATE_FILING
REC00452,TSLA,Tesla Inc.,US88160R1014,State Street Corp.,2.3613,205179167,13F Filing,2024-04-14,SEC EDGAR,USD,False,
REC00453,WMT,Walmart Inc.,US9311421039,Invesco Ltd.,2.0408,91451974,Quarterly Report,2025-05-24,SEC EDGAR,USD,False,
REC00454,XOM,Exxon Mobil,US30231G1022,Geode Capital Management,4.2117,42327704,Annual Report,2024-09-28,SEC EDGAR,USD,False,
REC00455,JPM,JPMorgan Chase,,Morgan Stanley,1.4899,239371760,Quarterly Report,2025-03-13,ASX Notification,USD,True,NULL_ISIN
REC00456,META,Meta Platforms,US30303M1027,T. Rowe Price,6.2204,329977466,Annual Report,2026-03-05,ASX Notification,USD,False,
REC00457,MSFT,Microsoft Corp.,US5949181045,BlackRock Inc.,2.4664,10061336,Quarterly Report,2024-10-20,SEBI Submission,USD,False,
REC00458,META,Meta Platforms,US30303M1027,Legal & General Group,6.2533,100294975,Annual Report,2024-06-05,ASX Notification,USD,False,
REC00459,V,Visa Inc.,US92826C8394,Amundi Asset Management,1.6451,15094687,Exchange Notification,2025-10-14,ASX Notification,USD,False,
REC00460,JPM,JPMorgan Chase,US46625H1005,JPMorgan Asset Mgmt,4.8983,235961161,Annual Report,2025-05-09,TSX Filing,USD,False,
REC00461,UNH,UnitedHealth Group,US91324P1021,Geode Capital Management,0.9343,32862505,Annual Report,2024-12-13,ASX Notification,USD,False,
REC00462,NVDA,NVIDIA Corp.,US67066G1040,Vanguard Group,2.8197,253487766,Exchange Notification,2025-11-20,SEC EDGAR,USD,False,
REC00463,UNH,UnitedHealth Group,US91324P1021,Capital Group,5.7612,43029963,13F Filing,2025-10-03,SEBI Submission,USD,False,
REC00464,GOOGL,Alphabet Inc.,US02079K3059,Northern Trust Corp.,5.997,67401361,Annual Report,2025-04-13,TSX Filing,USD,False,
REC00465,TSLA,Tesla Inc.,US88160R1014,Legal & General Group,0.979,203123571,Annual Report,2024-10-30,TSX Filing,USD,False,
REC00466,V,Visa Inc.,US92826C8394,Goldman Sachs Group,0.9158,119231702,13F Filing,2025-10-12,SEBI Submission,USD,False,
REC00467,XOM,Exxon Mobil,US30231G1022,Fidelity Investments,7.207,83080424,Exchange Notification,2024-10-17,SEC EDGAR,USD,False,
REC00467,AAPL,Apple Inc.,US0378331005,BlackRock Inc.,2.3341,106806628,Exchange Notification,2025-09-20,SEC EDGAR,USD,True,DUPLICATE_FILING
REC00469,V,Visa Inc.,US92826C8394,UBS Group AG,2.1839,116529546,13F Filing,2025-06-18,SEC EDGAR,USD,False,
REC00470,NVDA,NVIDIA Corp.,US67066G1040,Goldman Sachs Group,1.3955,68054795,Exchange Notification,2025-08-06,ASX Notification,USD,False,
REC00471,AAPL,Apple Inc.,US0378331005,JPMorgan Asset Mgmt,1.0169,88239015,13F Filing,2025-04-21,SEC EDGAR,USD,False,
REC00472,V,Visa Inc.,US92826C8394,Bank of America Corp.,0.5598,68602858,13F Filing,2024-06-23,LSE Filing,USD,False,
REC00473,JNJ,Johnson & Johnson,US4781601046,Goldman Sachs Group,4.9377,181379500,Exchange Notification,2024-09-09,LSE Filing,USD,False,
REC00474,GOOGL,Alphabet Inc.,US02079K3059,BlackRock Inc.,7.493,22593862,13F Filing,2024-06-09,SEC EDGAR,USD,False,
REC00475,JPM,JPMorgan Chase,US46625H1005,BlackRock Inc.,6.192,138531311,13F Filing,2025-12-06,LSE Filing,USD,False,
REC00476,V,Visa Inc.,US92826C8394,Geode Capital Management,3.6486,124227915,13F Filing,2025-12-17,SEC EDGAR,USD,False,
REC00477,PG,Procter & Gamble,US7427181091,Geode Capital Management,7.2297,176372622,13F Filing,2024-12-08,SEC EDGAR,USD,False,
REC00478,NVDA,NVIDIA Corp.,US67066G1040,Fidelity Investments,-34.9378,142204958,Annual Report,2024-07-24,ASX Notification,USD,True,NEGATIVE_OWNERSHIP
REC00479,AAPL,Apple Inc.,US0378331005,UBS Group AG,5.4683,33347568,13F Filing,2025-05-04,TSX Filing,USD,False,
REC00480,UNH,UnitedHealth Group,US91324P1021,Morgan Stanley,2.8854,33543442,Exchange Notification,2025-11-03,ASX Notification,USD,False,
REC00481,MSFT,Microsoft Corp.,US5949181045,,1.2924,90938234,Quarterly Report,2025-11-19,ASX Notification,USD,True,MISSING_SHAREHOLDER
REC00482,JPM,JPMorgan Chase,US46625H1005,Wellington Management,3.8894,185294615,Annual Report,2025-12-20,LSE Filing,USD,False,
REC00483,XOM,Exxon Mobil,US30231G1022,Invesco Ltd.,6.6979,67185165,Exchange Notification,2025-04-21,LSE Filing,USD,False,
REC00484,MSFT,Microsoft Corp.,US5949181045,Geode Capital Management,7.763,42017562,13F Filing,2025-06-29,LSE Filing,USD,False,
REC00485,AAPL,Apple Inc.,US0378331005,JPMorgan Asset Mgmt,6.9095,157028821,Exchange Notification,2025-12-16,TSX Filing,USD,False,
REC00486,MSFT,Microsoft Corp.,US5949181045,Capital Group,1.4109,41909974,Exchange Notification,2025-11-09,LSE Filing,USD,False,
REC00486,WMT,Walmart Inc.,US9311421039,JPMorgan Asset Mgmt,3.2918,197009188,Annual Report,2024-08-03,ASX Notification,USD,True,DUPLICATE_FILING
REC00488,TSLA,Tesla Inc.,,State Street Corp.,0.6635,47959303,Quarterly Report,2025-11-11,SEC EDGAR,USD,True,NULL_ISIN
REC00489,PG,Procter & Gamble,US7427181091,Morgan Stanley,1.419,92128539,Exchange Notification,2024-08-12,TSX Filing,USD,False,
REC00490,WMT,Walmart Inc.,US9311421039,JPMorgan Asset Mgmt,4.2209,95468855,Exchange Notification,2025-03-25,LSE Filing,USD,False,
REC00491,PG,Procter & Gamble,US7427181091,T. Rowe Price,2.5624,62996617,Annual Report,2024-07-02,ASX Notification,USD,False,
REC00492,NVDA,NVIDIA Corp.,US67066G1040,Geode Capital Management,5.3546,203240652,Quarterly Report,2026-01-19,SEC EDGAR,USD,False,
REC00493,TSLA,Tesla Inc.,US88160R1014,JPMorgan Asset Mgmt,1.5293,95795900,Exchange Notification,2024-06-15,ASX Notification,USD,False,
REC00494,XOM,Exxon Mobil,US30231G1022,BlackRock Inc.,7.9205,161806092,Quarterly Report,2024-09-11,TSX Filing,USD,False,
REC00495,JPM,JPMorgan Chase,US46625H1005,Franklin Templeton,4.2679,60486222,Annual Report,2025-04-30,ASX Notification,USD,False,
REC00496,AMZN,Amazon.com Inc.,US0231351067,BlackRock Inc.,7.2182,79342394,Quarterly Report,1995-01-01,SEBI Submission,USD,True,STALE_DATE
REC00497,XOM,Exxon Mobil,US30231G1022,Franklin Templeton,7.997,111615093,Exchange Notification,2024-05-19,LSE Filing,USD,False,
REC00498,TSLA,Tesla Inc.,US88160R1014,Norges Bank Investment,6.6221,91514417,Exchange Notification,2024-08-10,TSX Filing,USD,False,
REC00499,JPM,JPMorgan Chase,US46625H1005,T. Rowe Price,1.8208,220628618,13F Filing,2024-07-25,SEC EDGAR,USD,False,
REC00500,UNH,UnitedHealth Group,US91324P1021,Goldman Sachs Group,7.6067,161595777,Exchange Notification,2024-11-03,ASX Notification,USD,False,
REC00501,TSLA,Tesla Inc.,US88160R1014,T. Rowe Price,4.1783,23528128,Exchange Notification,2026-03-02,ASX Notification,USD,False,
REC00502,JNJ,Johnson & Johnson,US4781601046,BlackRock Inc.,2.988,227914790,Exchange Notification,2025-04-08,LSE Filing,USD,False,
REC00503,PG,Procter & Gamble,US7427181091,Morgan Stanley,0.9467,64742058,Exchange Notification,2025-11-29,ASX Notification,USD,False,
REC00504,WMT,Walmart Inc.,US9311421039,Goldman Sachs Group,7.7042,126921854,Quarterly Report,1995-01-01,SEC EDGAR,USD,True,STALE_DATE
REC00505,JPM,JPMorgan Chase,US46625H1005,Invesco Ltd.,2.9195,324129149,Quarterly Report,2024-06-06,TSX Filing,USD,False,
REC00506,META,Meta Platforms,US30303M1027,Morgan Stanley,1.8065,0,13F Filing,2025-08-06,ASX Notification,USD,True,ZERO_SHARES
REC00507,WMT,Walmart Inc.,US9311421039,T. Rowe Price,3.3379,136008914,Exchange Notification,2025-09-22,SEC EDGAR,USD,False,
REC00508,UNH,UnitedHealth Group,US91324P1021,Franklin Templeton,120.7127,273511788,Annual Report,2025-09-17,ASX Notification,USD,True,OWNERSHIP_EXCEEDS_100
REC00509,JPM,JPMorgan Chase,US46625H1005,Amundi Asset Management,2.1567,148465012,Exchange Notification,2025-04-17,SEC EDGAR,USD,False,
REC00510,AMZN,Amazon.com Inc.,US0231351067,Goldman Sachs Group,7.8678,84482068,Annual Report,2024-03-27,SEBI Submission,USD,False,
REC00511,JNJ,Johnson & Johnson,US4781601046,BlackRock Inc.,2.4891,30620976,13F Filing,2025-07-03,SEC EDGAR,USD,False,
REC00512,UNH,UnitedHealth Group,US91324P1021,BlackRock Inc.,129.632,106116990,Exchange Notification,2025-01-23,TSX Filing,USD,True,OWNERSHIP_EXCEEDS_100
REC00513,PG,Procter & Gamble,US7427181091,JPMorgan Asset Mgmt,102.3792,151158886,Quarterly Report,2024-08-08,LSE Filing,USD,True,OWNERSHIP_EXCEEDS_100
REC00514,GOOGL,Alphabet Inc.,US02079K3059,Bank of America Corp.,1.0528,155109957,Annual Report,2025-04-30,SEBI Submission,USD,False,
REC00515,MSFT,Microsoft Corp.,US5949181045,State Street Corp.,3.0636,121072577,Annual Report,2024-09-08,SEC EDGAR,USD,False,
REC00516,JPM,JPMorgan Chase,US46625H1005,Amundi Asset Management,7.8896,289827003,Annual Report,2025-01-05,LSE Filing,USD,False,
REC00517,NVDA,NVIDIA Corp.,US67066G1040,,1.6783,23713025,Exchange Notification,2025-01-27,ASX Notification,USD,True,MISSING_SHAREHOLDER
REC00518,?????,UnitedHealth Group,US91324P1021,Norges Bank Investment,2.4895,52757590,Annual Report,2026-01-31,TSX Filing,USD,True,INVALID_TICKER
REC00519,NVDA,NVIDIA Corp.,US67066G1040,Norges Bank Investment,6.7989,42119919,Annual Report,2025-01-09,SEC EDGAR,USD,False,
REC00520,TSLA,Tesla Inc.,US88160R1014,Amundi Asset Management,4.1025,23183854,Exchange Notification,2024-06-07,SEBI Submission,USD,False,
REC00521,MSFT,Microsoft Corp.,US5949181045,Dimensional Fund Advisors,6.8283,76141522,Quarterly Report,2024-11-07,SEBI Submission,USD,False,
REC00522,MSFT,Microsoft Corp.,US5949181045,Norges Bank Investment,3.4065,86606081,13F Filing,2025-09-12,TSX Filing,USD,False,
REC00523,AAPL,Apple Inc.,US0378331005,Northern Trust Corp.,3.7981,113755095,13F Filing,2024-08-22,SEC EDGAR,USD,False,
REC00524,GOOGL,Alphabet Inc.,US02079K3059,Fidelity Investments,1.1428,102373547,Quarterly Report,2024-07-27,LSE Filing,USD,False,
REC00525,V,Visa Inc.,US92826C8394,Vanguard Group,6.806,185733068,Quarterly Report,2024-08-13,LSE Filing,USD,False,
REC00526,JNJ,Johnson & Johnson,,Invesco Ltd.,1.0922,295771479,Annual Report,2024-10-24,ASX Notification,USD,True,NULL_ISIN
REC00527,PG,Procter & Gamble,,Legal & General Group,6.5034,204509531,Exchange Notification,2025-11-19,TSX Filing,USD,True,NULL_ISIN
REC00528,GOOGL,Alphabet Inc.,US02079K3059,T. Rowe Price,7.7912,101206169,Annual Report,2025-01-13,SEC EDGAR,USD,False,
REC00529,META,Meta Platforms,US30303M1027,UBS Group AG,2.0144,109050733,13F Filing,2025-04-29,SEC EDGAR,USD,False,
REC00530,MSFT,Microsoft Corp.,US5949181045,JPMorgan Asset Mgmt,4.6727,217132637,13F Filing,2024-10-06,TSX Filing,USD,False,
REC00531,PG,Procter & Gamble,US7427181091,BlackRock Inc.,6.3991,167830000,Quarterly Report,2025-11-27,TSX Filing,USD,False,
REC00532,GOOGL,Alphabet Inc.,US02079K3059,Capital Group,4.7495,69660277,Annual Report,2024-08-23,SEC EDGAR,USD,False,
REC00532,XOM,Exxon Mobil,US30231G1022,Invesco Ltd.,7.0061,338755796,Quarterly Report,2025-06-25,TSX Filing,USD,True,DUPLICATE_FILING
REC00534,META,Meta Platforms,US30303M1027,Dimensional Fund Advisors,4.7902,70416076,13F Filing,2025-02-03,LSE Filing,USD,False,
REC00535,NVDA,NVIDIA Corp.,US67066G1040,Amundi Asset Management,5.6061,94845359,13F Filing,2024-04-14,LSE Filing,USD,False,
REC00536,AAPL,Apple Inc.,US0378331005,Dimensional Fund Advisors,-41.2183,78558225,13F Filing,2025-05-16,SEBI Submission,USD,True,NEGATIVE_OWNERSHIP
REC00537,TSLA,Tesla Inc.,US88160R1014,Dimensional Fund Advisors,6.9368,266708190,Exchange Notification,2025-11-05,SEBI Submission,USD,False,
REC00538,UNH,UnitedHealth Group,US91324P1021,Bank of America Corp.,6.3052,120043891,Quarterly Report,2024-07-11,SEC EDGAR,USD,False,
REC00539,AMZN,Amazon.com Inc.,US0231351067,Bank of America Corp.,2.0854,279370303,Quarterly Report,2024-10-10,SEBI Submission,USD,False,
REC00540,WMT,Walmart Inc.,US9311421039,Vanguard Group,4.3645,39536431,Quarterly Report,2025-11-04,ASX Notification,USD,False,
REC00541,PG,Procter & Gamble,US7427181091,Franklin Templeton,0.7171,89063788,Exchange Notification,2026-01-22,LSE Filing,USD,False,
REC00542,AAPL,Apple Inc.,,Bank of America Corp.,0.8792,59417626,13F Filing,2025-03-10,TSX Filing,USD,True,NULL_ISIN
REC00543,V,Visa Inc.,US92826C8394,JPMorgan Asset Mgmt,5.2656,16166343,Exchange Notification,2025-03-06,TSX Filing,USD,False,
REC00544,NVDA,NVIDIA Corp.,US67066G1040,Bank of America Corp.,1.8319,247451308,13F Filing,2025-04-04,LSE Filing,USD,False,
REC00545,WMT,Walmart Inc.,US9311421039,Northern Trust Corp.,6.1172,126040876,Annual Report,2025-02-20,SEC EDGAR,USD,False,
REC00546,GOOGL,Alphabet Inc.,US02079K3059,Franklin Templeton,6.3487,41108753,Exchange Notification,2024-04-28,LSE Filing,USD,False,
REC00547,TSLA,Tesla Inc.,US88160R1014,UBS Group AG,4.3496,300112640,Annual Report,2024-11-22,LSE Filing,USD,False,
REC00548,META,Meta Platforms,US30303M1027,T. Rowe Price,5.0086,11742929,13F Filing,2024-03-23,SEBI Submission,USD,False,
REC00549,BRK,Berkshire Hathaway,US0846701086,JPMorgan Asset Mgmt,6.8869,76373852,Quarterly Report,2025-05-17,ASX Notification,USD,False,
REC00550,WMT,Walmart Inc.,US9311421039,Amundi Asset Management,3.4786,40516056,13F Filing,2024-08-25,ASX Notification,USD,False,
REC00551,NVDA,NVIDIA Corp.,US67066G1040,Invesco Ltd.,2.7386,16701721,13F Filing,1995-01-01,SEBI Submission,USD,True,STALE_DATE
REC00552,WMT,Walmart Inc.,US9311421039,Northern Trust Corp.,2.4586,281902165,13F Filing,2025-09-11,LSE Filing,USD,False,
REC00553,V,Visa Inc.,US92826C8394,Geode Capital Management,7.2477,290808818,Quarterly Report,2024-05-15,SEBI Submission,USD,False,
REC00554,META,Meta Platforms,US30303M1027,Capital Group,5.9096,122910948,13F Filing,2025-01-18,TSX Filing,USD,False,
REC00555,BRK,Berkshire Hathaway,US0846701086,Vanguard Group,4.8727,358608028,Exchange Notification,2025-04-05,LSE Filing,USD,False,
REC00556,META,Meta Platforms,US30303M1027,Norges Bank Investment,5.2874,158068913,13F Filing,2024-10-19,SEBI Submission,USD,False,
REC00557,WMT,Walmart Inc.,US9311421039,T. Rowe Price,6.8048,125768640,13F Filing,2025-12-13,TSX Filing,USD,False,
REC00558,GOOGL,Alphabet Inc.,US02079K3059,Northern Trust Corp.,5.9389,230868299,Exchange Notification,2024-04-25,SEBI Submission,USD,False,
REC00559,META,Meta Platforms,US30303M1027,State Street Corp.,2.1669,103153387,13F Filing,2025-01-16,SEBI Submission,USD,False,
REC00560,JPM,JPMorgan Chase,US46625H1005,Northern Trust Corp.,4.8918,59906494,Quarterly Report,2026-01-27,ASX Notification,USD,False,
REC00561,NVDA,NVIDIA Corp.,US67066G1040,Amundi Asset Management,1.0341,225843488,Annual Report,2024-04-24,TSX Filing,USD,False,
REC00562,V,Visa Inc.,US92826C8394,Invesco Ltd.,3.5983,115848022,Exchange Notification,2025-08-29,SEBI Submission,USD,False,
REC00563,BRK,Berkshire Hathaway,US0846701086,Franklin Templeton,7.1963,127594191,13F Filing,2025-09-19,SEC EDGAR,USD,False,
REC00564,JNJ,Johnson & Johnson,US4781601046,Morgan Stanley,5.2327,68028061,Annual Report,2026-03-18,TSX Filing,USD,False,
REC00565,TSLA,Tesla Inc.,US88160R1014,Wellington Management,6.2089,75583018,Exchange Notification,2024-11-06,SEC EDGAR,USD,False,
REC00566,GOOGL,Alphabet Inc.,US02079K3059,Amundi Asset Management,3.7528,105762875,Quarterly Report,2025-02-23,SEC EDGAR,USD,False,
REC00567,AAPL,Apple Inc.,US0378331005,Norges Bank Investment,1.9956,34976758,13F Filing,2024-09-25,LSE Filing,USD,False,
REC00567,AAPL,Apple Inc.,US0378331005,BlackRock Inc.,5.2002,94142140,13F Filing,2025-05-07,LSE Filing,USD,True,DUPLICATE_FILING
